1.0,2,2275,1,512,1936
1.0,6,2755,1,1536,5800
1.0,6,2755,1,1536,5800
1.0,2,2275,1,512,1936
1.0,1,653,1,256,968
1.0,7,4592,1,2560,9668
1.0,8,3191,1,2816,10636
1.01,2,2275,1,512,1936
1.01,2,2275,1,512,1936
1.01,3,3842,1,768,2900
1.02,1,653,1,256,968
1.03,1,653,1,256,968
1.04,1,653,1,256,968
1.06,2,2275,1,512,1936
1.06,2,2275,1,512,1936
1.08,7,4592,1,2560,9668
1.13,2,2275,1,512,1936
1.17,2,2275,1,512,1936
1.54,1,653,1,256,968
1.93,5,6650,1,1280,4836
1.94,3,3842,1,768,2900
1.95,1,653,1,256,968
1.96,2,2275,1,512,1936
2.17,5,6650,1,1280,4836
2.18,5,6650,1,1280,4836
2.48,2,2275,1,512,1936
2.6,3,3842,1,768,2900
2.98,5,6650,1,1280,4836
3.11,2,2275,1,512,1936
3.11,3,3842,1,768,2900
3.32,1,653,1,256,968
3.38,6,2755,1,1536,5800
3.5,4,7446,1,1024,3868
3.58,2,2275,1,512,1936
3.87,6,2755,1,1536,5800
4.08,3,3842,1,768,2900
4.31,5,6650,1,1280,4836
4.55,1,653,1,256,968
4.62,6,2755,1,1536,5800
4.78,1,653,1,256,968
5.0,6,2755,1,1536,5800
5.19,3,3842,1,768,2900
5.39,3,3842,1,768,2900
5.61,1,653,1,256,968
5.84,1,653,1,256,968
6.06,3,3842,1,768,2900
6.26,2,2275,1,512,1936
6.47,5,6650,1,1280,4836
6.68,2,2275,1,512,1936
13.39,6,2755,1,1536,5800
13.39,7,4592,1,2560,9668
13.88,2,2275,1,512,1936
35.54,6,2755,1,1536,5800
40.77,7,4592,1,2560,9668
41.79,1,653,1,256,968
41.91,2,2275,1,512,1936
41.92,4,7446,1,1024,3868
41.92,2,2275,1,512,1936
41.96,1,653,1,256,968
41.96,2,2275,1,512,1936
41.96,2,2275,1,512,1936
41.96,1,653,1,256,968
41.96,1,653,1,256,968
41.96,2,2275,1,512,1936
41.96,6,2755,1,1536,5800
41.96,6,2755,1,1536,5800
41.96,3,3842,1,768,2900
41.97,7,4592,1,2560,9668
41.97,1,653,1,256,968
41.99,1,653,1,256,968
51.49,4,7446,1,1024,3868
51.85,1,653,1,256,968
52.7,3,3842,1,768,2900
54.6,2,2275,1,512,1936
62.71,7,4592,1,2560,9668
62.8,7,4592,1,2560,9668
68.48,1,653,1,256,968
69.74,2,2275,1,512,1936
85.22,5,6650,1,1280,4836
89.02,1,653,1,256,968
93.44,3,3842,1,768,2900
101.37,5,6650,1,1280,4836
111.67,7,4592,1,2560,9668
114.12,1,653,1,256,968
114.17,1,653,1,256,968
114.24,1,653,1,256,968
116.44,3,3842,1,768,2900
119.23,2,2275,1,512,1936
122.61,2,2275,1,512,1936
123.02,3,3842,1,768,2900
123.11,1,653,1,256,968
123.99,2,2275,1,512,1936
124.21,2,2275,1,512,1936
124.4,1,653,1,256,968
124.62,2,2275,1,512,1936
124.84,5,6650,1,1280,4836
125.1,2,2275,1,512,1936
125.39,7,4592,1,2560,9668
125.67,1,653,1,256,968
125.91,2,2275,1,512,1936
126.21,7,4592,1,2560,9668
126.45,6,2755,1,1536,5800
126.74,5,6650,1,1280,4836
126.98,1,653,1,256,968
127.04,1,653,1,256,968
127.26,2,2275,1,512,1936
127.32,6,2755,1,1536,5800
129.64,2,2275,1,512,1936
135.14,2,2275,1,512,1936
136.19,2,2275,1,512,1936
138.86,1,653,1,256,968
140.66,7,4592,1,2560,9668
141.35,3,3842,1,768,2900
142.0,2,2275,1,512,1936
147.82,5,6650,1,1280,4836
149.09,7,4592,1,2560,9668
151.29,1,653,1,256,968
152.21,6,2755,1,1536,5800
157.17,5,6650,1,1280,4836
160.06,3,3842,1,768,2900
161.41,2,2275,1,512,1936
166.25,5,6650,1,1280,4836
166.9,3,3842,1,768,2900
167.17,2,2275,1,512,1936
169.61,1,653,1,256,968
170.05,2,2275,1,512,1936
170.2,7,4592,1,2560,9668
171.05,1,653,1,256,968
171.39,1,653,1,256,968
172.96,1,653,1,256,968
173.5,7,4592,1,2560,9668
177.13,1,653,1,256,968
178.48,2,2275,1,512,1936
180.99,2,2275,1,512,1936
181.0,4,7446,1,1024,3868
181.0,7,4592,1,2560,9668
182.8,1,653,1,256,968
187.43,2,2275,1,512,1936
188.35,7,4592,1,2560,9668
188.45,1,653,1,256,968
190.25,4,7446,1,1024,3868
192.0,2,2275,1,512,1936
193.69,2,2275,1,512,1936
197.49,1,653,1,256,968
199.03,4,7446,1,1024,3868
202.45,2,2275,1,512,1936
205.71,3,3842,1,768,2900
205.92,2,2275,1,512,1936
205.97,5,6650,1,1280,4836
207.16,2,2275,1,512,1936
208.41,2,2275,1,512,1936
211.33,2,2275,1,512,1936
212.44,1,653,1,256,968
215.96,1,653,1,256,968
220.84,7,4592,1,2560,9668
220.86,3,3842,1,768,2900
220.97,1,653,1,256,968
222.06,3,3842,1,768,2900
223.84,1,653,1,256,968
226.59,1,653,1,256,968
228.76,3,3842,1,768,2900
228.81,1,653,1,256,968
230.78,2,2275,1,512,1936
230.79,2,2275,1,512,1936
232.71,2,2275,1,512,1936
234.88,5,6650,1,1280,4836
235.2,2,2275,1,512,1936
240.92,2,2275,1,512,1936
240.97,2,2275,1,512,1936
241.0,2,2275,1,512,1936
242.49,3,3842,1,768,2900
242.7,1,653,1,256,968
243.08,1,653,1,256,968
243.78,6,2755,1,1536,5800
244.15,2,2275,1,512,1936
244.36,1,653,1,256,968
244.57,6,2755,1,1536,5800
244.79,5,6650,1,1280,4836
245.04,7,4592,1,2560,9668
245.17,1,653,1,256,968
245.31,7,4592,1,2560,9668
245.54,4,7446,1,1024,3868
245.56,1,653,1,256,968
245.77,2,2275,1,512,1936
245.99,2,2275,1,512,1936
246.21,3,3842,1,768,2900
246.43,3,3842,1,768,2900
246.64,5,6650,1,1280,4836
246.83,1,653,1,256,968
250.64,5,6650,1,1280,4836
252.47,2,2275,1,512,1936
256.57,6,2755,1,1536,5800
265.81,1,653,1,256,968
265.82,5,6650,1,1280,4836
266.79,1,653,1,256,968
270.62,2,2275,1,512,1936
275.0,7,4592,1,2560,9668
280.37,2,2275,1,512,1936
281.26,2,2275,1,512,1936
284.32,2,2275,1,512,1936
286.47,1,653,1,256,968
289.57,7,4592,1,2560,9668
297.22,3,3842,1,768,2900
297.56,1,653,1,256,968
300.98,1,653,1,256,968
301.0,2,2275,1,512,1936
301.0,7,4592,1,2560,9668
301.0,2,2275,1,512,1936
301.02,1,653,1,256,968
301.02,3,3842,1,768,2900
301.02,1,653,1,256,968
312.18,2,2275,1,512,1936
312.82,1,653,1,256,968
314.2,6,2755,1,1536,5800
317.96,4,7446,1,1024,3868
325.66,4,7446,1,1024,3868
325.72,5,6650,1,1280,4836
325.74,3,3842,1,768,2900
332.28,1,653,1,256,968
336.94,3,3842,1,768,2900
337.54,7,4592,1,2560,9668
337.54,6,2755,1,1536,5800
338.22,2,2275,1,512,1936
341.75,6,2755,1,1536,5800
351.42,1,653,1,256,968
353.02,1,653,1,256,968
361.0,3,3842,1,768,2900
361.0,1,653,1,256,968
361.01,5,6650,1,1280,4836
362.74,2,2275,1,512,1936
363.08,5,6650,1,1280,4836
363.75,6,2755,1,1536,5800
363.97,2,2275,1,512,1936
364.17,7,4592,1,2560,9668
364.36,2,2275,1,512,1936
364.57,3,3842,1,768,2900
364.78,6,2755,1,1536,5800
364.99,1,653,1,256,968
365.23,2,2275,1,512,1936
365.44,7,4592,1,2560,9668
365.67,2,2275,1,512,1936
365.88,3,3842,1,768,2900
366.09,5,6650,1,1280,4836
366.28,1,653,1,256,968
366.48,2,2275,1,512,1936
367.94,4,7446,1,1024,3868
367.98,6,2755,1,1536,5800
369.18,2,2275,1,512,1936
369.24,2,2275,1,512,1936
373.92,2,2275,1,512,1936
373.93,2,2275,1,512,1936
375.67,2,2275,1,512,1936
381.68,1,653,1,256,968
381.68,2,2275,1,512,1936
382.25,4,7446,1,1024,3868
382.25,3,3842,1,768,2900
382.66,7,4592,1,2560,9668
382.66,2,2275,1,512,1936
383.11,2,2275,1,512,1936
383.61,6,2755,1,1536,5800
383.72,2,2275,1,512,1936
384.35,2,2275,1,512,1936
384.35,1,653,1,256,968
384.99,3,3842,1,768,2900
385.13,2,2275,1,512,1936
386.74,7,4592,1,2560,9668
386.75,5,6650,1,1280,4836
386.84,1,653,1,256,968
386.84,6,2755,1,1536,5800
387.49,5,6650,1,1280,4836
387.49,1,653,1,256,968
387.62,7,4592,1,2560,9668
387.62,2,2275,1,512,1936
387.86,2,2275,1,512,1936
387.86,3,3842,1,768,2900
388.2,5,6650,1,1280,4836
388.2,5,6650,1,1280,4836
388.3,6,2755,1,1536,5800
388.3,3,3842,1,768,2900
388.34,2,2275,1,512,1936
388.34,2,2275,1,512,1936
388.51,2,2275,1,512,1936
388.51,8,3191,1,2816,10636
388.68,5,6650,1,1280,4836
388.68,2,2275,1,512,1936
388.83,6,2755,1,1536,5800
388.83,3,3842,1,768,2900
389.4,6,2755,1,1536,5800
389.4,2,2275,1,512,1936
389.47,7,4592,1,2560,9668
389.47,7,4592,1,2560,9668
389.53,1,653,1,256,968
389.53,1,653,1,256,968
389.64,7,4592,1,2560,9668
389.66,7,4592,1,2560,9668
389.8,2,2275,1,512,1936
389.8,5,6650,1,1280,4836
389.99,3,3842,1,768,2900
389.99,2,2275,1,512,1936
390.13,1,653,1,256,968
390.13,3,3842,1,768,2900
390.19,1,653,1,256,968
390.19,1,653,1,256,968
390.44,6,2755,1,1536,5800
390.44,7,4592,1,2560,9668
390.74,6,2755,1,1536,5800
390.74,7,4592,1,2560,9668
391.28,3,3842,1,768,2900
391.28,7,4592,1,2560,9668
391.62,6,2755,1,1536,5800
391.62,6,2755,1,1536,5800
391.95,2,2275,1,512,1936
391.95,5,6650,1,1280,4836
392.08,2,2275,1,512,1936
392.08,2,2275,1,512,1936
392.98,7,4592,1,2560,9668
392.98,2,2275,1,512,1936
393.01,7,4592,1,2560,9668
393.02,1,653,1,256,968
393.04,1,653,1,256,968
393.05,5,6650,1,1280,4836
393.62,7,4592,1,2560,9668
393.62,7,4592,1,2560,9668
393.73,2,2275,1,512,1936
393.73,3,3842,1,768,2900
394.14,2,2275,1,512,1936
394.14,6,2755,1,1536,5800
394.66,4,7446,1,1024,3868
394.66,1,653,1,256,968
395.23,2,2275,1,512,1936
395.23,3,3842,1,768,2900
395.33,6,2755,1,1536,5800
395.33,3,3842,1,768,2900
396.22,6,2755,1,1536,5800
396.22,6,2755,1,1536,5800
396.35,3,3842,1,768,2900
396.35,1,653,1,256,968
396.46,1,653,1,256,968
396.46,1,653,1,256,968
396.84,1,653,1,256,968
396.84,1,653,1,256,968
396.85,2,2275,1,512,1936
397.32,5,6650,1,1280,4836
397.32,5,6650,1,1280,4836
