50.0,2,2275,1,128,484,1,1
50.0,2,2275,1,128,484,1,1
58.16,2,2275,1,128,484,1,1
58.16,2,2275,1,128,484,1,1
58.16,2,2275,1,128,484,1,1
58.16,2,2275,1,128,484,1,1
66.33,2,2275,1,128,484,1,1
66.33,2,2275,1,128,484,1,1
66.33,2,2275,1,128,484,1,1
66.33,2,2275,1,128,484,1,1
66.33,2,2275,1,128,484,1,1
66.33,2,2275,1,128,484,1,1
74.49,2,2275,1,128,484,1,1
74.49,2,2275,1,128,484,1,1
74.49,2,2275,1,128,484,1,1
74.49,2,2275,1,128,484,1,1
74.49,2,2275,1,128,484,1,1
74.49,2,2275,1,128,484,1,1
74.49,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
82.65,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
90.82,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
98.98,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
107.14,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
115.31,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
123.47,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
131.63,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
139.8,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
147.96,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
156.12,2,2275,1,128,484,1,1
164.29,2,2275,1,128,484,1,1
164.29,2,2275,1,128,484,1,1
164.29,2,2275,1,128,484,1,1
164.29,2,2275,1,128,484,1,1
164.29,2,2275,1,128,484,1,1
164.29,2,2275,1,128,484,1,1
